img_a,img_b,method,dcor,dcov,mic_e,tic_e,pearson,mic,tic,corr
img_21_noise_low,img_21_noise_high,full,0.23450340027418332,0.0466319174880281,,,,0.03602745056811823,276.63492295798636,0.26141758944441074
img_21_noise_low,img_21_noise_high,fast,0.985118360608585,1457.4209879563248,,,,0.9955927544527938,37.381314777864404,0.9822606890479599
img_21_noise_mid,img_21_noise_mid,full,1.0000000000001597,0.2150677017727783,,,,1.0000000000000038,13344.90495974687,1.0
img_21_noise_mid,img_21_noise_mid,fast,1.0,1476.7309730576894,,,,1.0000000000000002,41.33126779828507,1.0
img_21_noise_mid,img_21_noise_high,full,0.12816080634086294,0.03427006039639956,,,,0.012260841475755714,91.40589863571073,0.14432438663099068
img_21_noise_mid,img_21_noise_high,fast,0.9972450694331746,1486.1567474011224,,,,1.0000000000000002,39.55791623274399,0.9974427200252369
img_21_noise_high,img_21_noise_high,full,1.0000000000001015,0.3324635845673535,,,,1.0000000000000038,13344.90495974687,0.9999999999999998
img_21_noise_high,img_21_noise_high,fast,1.0,1503.9176483909669,,,,1.0000000000000002,41.36358826588475,0.9999999999999999
img_22_bw,img_22_bw,full,1.001720201692473,0.11593613806865967,,,,0.9999999974621341,13345.532004118351,0.9999999999999996
img_22_bw,img_22_bw,fast,1.0,1042.3663692883365,,,,1.0000000000000002,41.32368175171187,1.0
img_22_bw,img_22_noise_low,full,0.8483134498063044,0.10434686066678504,,,,0.5066425801958166,4586.175205908156,0.8778699227500671
img_22_bw,img_22_noise_low,fast,0.8500557544920856,988.4914419116179,,,,0.6782344193399406,24.881655110882487,0.8520235306169986
img_22_bw,img_22_noise_mid,full,0.4799390515914878,0.07691793030560284,,,,0.15502116660544157,1172.9812463865762,0.5197397589567078
img_22_bw,img_22_noise_mid,fast,0.5162795267123415,650.7631067827924,,,,0.660362325405622,22.541302590644147,0.4440895199479685
img_22_bw,img_22_noise_high,full,0.31456683264278285,0.062142832564918524,,,,0.06607214120682027,484.5358504894428,0.34383778122227593
img_22_bw,img_22_noise_high,fast,0.6565254451297683,835.7289930454198,,,,0.6020444301964303,20.452486609331142,0.6122512867117869
img_22_noise_low,img_22_noise_low,full,1.000000000000112,0.13072952179799646,,,,1.0000000000000038,13344.90495974687,1.0
img_22_noise_low,img_22_noise_low,fast,1.0,1297.2707111941986,,,,1.0000000000000002,41.313777267148396,1.0
img_22_noise_low,img_22_noise_mid,full,0.42063398195728746,0.07164674980952007,,,,0.1296471685475618,933.0262302167921,0.457209792202812
img_22_noise_low,img_22_noise_mid,fast,0.7752643935967917,1090.1668448795604,,,,0.873738664703877,32.89078339831085,0.7271088615535353
img_22_noise_low,img_22_noise_high,full,0.2755911358356683,0.0578620742246777,,,,0.0555594069382338,392.19435164242884,0.30240374200442643
img_22_noise_low,img_22_noise_high,fast,0.8817842491418171,1252.2220709602955,,,,0.9971803988942637,36.50640941101654,0.8624265489911476
img_22_noise_mid,img_22_noise_mid,full,0.999999999999911,0.22192723607580975,,,,1.0000000000000038,13344.90495974687,0.9999999999999998
img_22_noise_mid,img_22_noise_mid,fast,1.0,1524.2480575022776,,,,1.0000000000000002,41.374282548817305,0.9999999999999999
img_22_noise_mid,img_22_noise_high,full,0.16113556748632338,0.0440797002089828,,,,0.019530019524283983,145.14309712000616,0.1793767699431263
img_22_noise_mid,img_22_noise_high,fast,0.9567421261251974,1472.7411867451835,,,,0.8472545056025954,32.03899548810711,0.9616635026425917
img_22_noise_high,img_22_noise_high,full,1.0000000000000258,0.3371971024955882,,,,1.0000000000000038,13344.90495974687,1.0
img_22_noise_high,img_22_noise_high,fast,1.0,1554.559758450361,,,,1.0000000000000002,41.36293204623508,0.9999999999999999
img_23_bw,img_23_bw,full,1.0017233018724556,0.12748296532825582,,,,0.9999999938011275,13345.678357617373,0.9999999999999991
img_23_bw,img_23_bw,fast,1.0,1053.5630333750892,,,,1.0000000000000002,41.31934775047037,0.9999999999999998
img_23_bw,img_23_noise_low,full,0.8668321793789704,0.1157158892716631,,,,0.49169392394384526,4842.043147800029,0.9027271225554346
img_23_bw,img_23_noise_low,fast,0.6508939038872009,771.8490177465529,,,,0.49378612897083457,16.848814319198922,0.4709754165613234
img_23_bw,img_23_noise_mid,full,0.5228767426925072,0.08936234615857691,,,,0.1702461978508235,1426.0021351620505,0.5736115027307509
img_23_bw,img_23_noise_mid,fast,0.47742907982124516,591.8730244483538,,,,0.31244806066893244,11.458366318525657,0.28854486387293066
img_23_bw,img_23_noise_high,full,0.3495250274065801,0.07305995424405796,,,,0.07549027230094849,609.0538712211819,0.38681956851573757
img_23_bw,img_23_noise_high,fast,0.2827954476992081,354.98640702095787,,,,0.28272949470766945,8.565351694403628,0.08692431632383049
img_23_noise_low,img_23_noise_low,full,1.0000000000000686,0.1400269287686192,,,,1.0000000000000038,13344.90495974687,0.9999999999999997
img_23_noise_low,img_23_noise_low,fast,1.0,1334.700365724063,,,,1.0000000000000002,41.31990279604081,0.9999999999999999
img_23_noise_low,img_23_noise_mid,full,0.46763906517055764,0.08383388885582116,,,,0.15238319251673682,1197.5665243757242,0.5182565183324959
img_23_noise_low,img_23_noise_mid,fast,0.8319355444025468,1160.8363163364188,,,,0.8918714487685275,32.77058383239137,0.8288311925293865
img_23_noise_low,img_23_noise_high,full,0.31370854579418195,0.06878299123369842,,,,0.06850276382592287,520.3853902868101,0.3494024336426844
img_23_noise_low,img_23_noise_high,fast,0.56471076321371,797.8605692334944,,,,0.8218567834104601,28.630522616050285,0.50105203977473
img_23_noise_mid,img_23_noise_mid,full,1.0000000000000127,0.2295123682086566,,,,1.0000000000000038,13344.90495974687,1.0
img_23_noise_mid,img_23_noise_mid,fast,1.0,1458.7431627856893,,,,1.0000000000000002,41.33952684050874,1.0
img_23_noise_mid,img_23_noise_high,full,0.1964979200054432,0.05515818052631393,,,,0.03067474525031855,229.75257629993058,0.2222608068704105
img_23_noise_mid,img_23_noise_high,fast,0.8808483209678565,1301.0668003869787,,,,0.8209364532368557,30.930281257770073,0.8782827818506758
img_23_noise_high,img_23_noise_high,full,1.0000000000000475,0.34331901227259404,,,,1.0000000000000038,13344.90495974687,0.9999999999999999
img_23_noise_high,img_23_noise_high,fast,1.0,1495.6090859276771,,,,1.0000000000000002,41.350429470822206,1.0
